"Group","Text","From","FirstSeenFile","Voice","RawFile","FilteredFile"
"Traffic","Is this really necessary?","$npc_name_decorate:#name=Uthred;","Journal.2026-08-19T221047.01.log","john.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_john_2e10b3ebb799604c.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_john_2e10b3ebb799604c.wav"
"Traffic","Is this really necessary?","$npc_name_decorate:#name=Uthred;","Journal.2026-08-19T221047.01.log","kristin.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kristin_e90754f1305915b8.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kristin_e90754f1305915b8.wav"
"Traffic","Is this really necessary?","$npc_name_decorate:#name=Uthred;","Journal.2026-08-19T221047.01.log","kusal.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kusal_d57273d1c0b1df53.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kusal_d57273d1c0b1df53.wav"
"Traffic","Is this really necessary?","$npc_name_decorate:#name=Uthred;","Journal.2026-08-19T221047.01.log","lessac.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_lessac_25c721581d29ad26.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_lessac_25c721581d29ad26.wav"
"Traffic","Is this really necessary?","$npc_name_decorate:#name=Uthred;","Journal.2026-08-19T221047.01.log","michelle.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_michelle_a3aed7828bea56e2.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_michelle_a3aed7828bea56e2.wav"
"Traffic","Is this really necessary?","$npc_name_decorate:#name=Uthred;","Journal.2026-08-19T221047.01.log","norman.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_norman_87c9b8140c9d2406.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_norman_87c9b8140c9d2406.wav"
"Traffic","Is this really necessary?","$npc_name_decorate:#name=Uthred;","Journal.2026-08-19T221047.01.log","ryan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_ryan_dbed0762d25615aa.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_ryan_dbed0762d25615aa.wav"
"Traffic","Is this really necessary?","$npc_name_decorate:#name=Uthred;","Journal.2026-08-19T221047.01.log","semaine.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_semaine_d489bc444660f4cf.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_semaine_d489bc444660f4cf.wav"
"Traffic","We will be cruising in-system for a while, please feel free to take advantage of our in-flight entertainment.","$ShipName_PassengerLiner_Cruise;","Journal.2026-08-19T221047.01.log","john.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_john_4a3fe49e30dc1c9b.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_john_4a3fe49e30dc1c9b.wav"
"Traffic","We will be cruising in-system for a while, please feel free to take advantage of our in-flight entertainment.","$ShipName_PassengerLiner_Cruise;","Journal.2026-08-19T221047.01.log","kristin.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kristin_29d9be8daf02358b.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kristin_29d9be8daf02358b.wav"
