"Group","Text","From","FirstSeenFile","Voice","RawFile","FilteredFile"
"Traffic","Fear me!","$npc_name_decorate:#name=Katie ""BOO"" Harms;","Journal.2026-06-11T173550.01.log","john.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_john_128eaddd48447f50.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_john_128eaddd48447f50.wav"
"Traffic","Fear me!","$npc_name_decorate:#name=Katie ""BOO"" Harms;","Journal.2026-06-11T173550.01.log","kristin.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kristin_9d0f779feaa24a4f.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kristin_9d0f779feaa24a4f.wav"
"Traffic","Fear me!","$npc_name_decorate:#name=Katie ""BOO"" Harms;","Journal.2026-06-11T173550.01.log","kusal.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kusal_d7df7af12a3f78d6.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kusal_d7df7af12a3f78d6.wav"
"Traffic","Fear me!","$npc_name_decorate:#name=Katie ""BOO"" Harms;","Journal.2026-06-11T173550.01.log","lessac.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_lessac_72f13547cbb8de96.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_lessac_72f13547cbb8de96.wav"
"Traffic","Fear me!","$npc_name_decorate:#name=Katie ""BOO"" Harms;","Journal.2026-06-11T173550.01.log","michelle.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_michelle_c3d4a52ba972982a.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_michelle_c3d4a52ba972982a.wav"
"Traffic","Fear me!","$npc_name_decorate:#name=Katie ""BOO"" Harms;","Journal.2026-06-11T173550.01.log","norman.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_norman_8386fa98ea679519.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_norman_8386fa98ea679519.wav"
"Traffic","Fear me!","$npc_name_decorate:#name=Katie ""BOO"" Harms;","Journal.2026-06-11T173550.01.log","ryan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_ryan_a7af6a0b32b98bca.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_ryan_a7af6a0b32b98bca.wav"
"Traffic","Fear me!","$npc_name_decorate:#name=Katie ""BOO"" Harms;","Journal.2026-06-11T173550.01.log","semaine.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_semaine_756832b6042ac87e.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_semaine_756832b6042ac87e.wav"
"Traffic","Is this really necessary?","$npc_name_decorate:#name=Dr. David Osborne;","Journal.2026-06-11T173550.01.log","john.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_john_fd3e807959f10c90.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_john_fd3e807959f10c90.wav"
"Traffic","Is this really necessary?","$npc_name_decorate:#name=Dr. David Osborne;","Journal.2026-06-11T173550.01.log","kristin.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kristin_4834f5cc3673c825.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kristin_4834f5cc3673c825.wav"
"Traffic","Is this really necessary?","$npc_name_decorate:#name=Dr. David Osborne;","Journal.2026-06-11T173550.01.log","kusal.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kusal_0e87dd4f744bf40c.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kusal_0e87dd4f744bf40c.wav"
"Traffic","Is this really necessary?","$npc_name_decorate:#name=Dr. David Osborne;","Journal.2026-06-11T173550.01.log","lessac.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_lessac_939ed9649cfdf4da.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_lessac_939ed9649cfdf4da.wav"
"Traffic","Is this really necessary?","$npc_name_decorate:#name=Dr. David Osborne;","Journal.2026-06-11T173550.01.log","michelle.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_michelle_51deb679333cb450.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_michelle_51deb679333cb450.wav"
"Traffic","Is this really necessary?","$npc_name_decorate:#name=Dr. David Osborne;","Journal.2026-06-11T173550.01.log","norman.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_norman_32e7d5b56058134a.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_norman_32e7d5b56058134a.wav"
"Traffic","Is this really necessary?","$npc_name_decorate:#name=Dr. David Osborne;","Journal.2026-06-11T173550.01.log","ryan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_ryan_c02c5837249b80b8.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_ryan_c02c5837249b80b8.wav"
"Traffic","Is this really necessary?","$npc_name_decorate:#name=Dr. David Osborne;","Journal.2026-06-11T173550.01.log","semaine.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_semaine_9cb0e5eb9e53c253.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_semaine_9cb0e5eb9e53c253.wav"
"Traffic","Due to a technical issue, all entertainment scheduled for this evening is cancelled. Sorry for the inconvenience.","$npc_name_decorate:#name=Spanky;","Journal.2026-06-10T204901.01.log","john.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_john_c3997b5514877ce4.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_john_c3997b5514877ce4.wav"
"Traffic","Due to a technical issue, all entertainment scheduled for this evening is cancelled. Sorry for the inconvenience.","$npc_name_decorate:#name=Spanky;","Journal.2026-06-10T204901.01.log","kristin.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kristin_7d991225d65204be.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kristin_7d991225d65204be.wav"
"Traffic","Due to a technical issue, all entertainment scheduled for this evening is cancelled. Sorry for the inconvenience.","$npc_name_decorate:#name=Spanky;","Journal.2026-06-10T204901.01.log","kusal.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kusal_671ea6ad90036416.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kusal_671ea6ad90036416.wav"
"Traffic","Due to a technical issue, all entertainment scheduled for this evening is cancelled. Sorry for the inconvenience.","$npc_name_decorate:#name=Spanky;","Journal.2026-06-10T204901.01.log","lessac.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_lessac_4c8a505d4974fb51.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_lessac_4c8a505d4974fb51.wav"
"Traffic","Due to a technical issue, all entertainment scheduled for this evening is cancelled. Sorry for the inconvenience.","$npc_name_decorate:#name=Spanky;","Journal.2026-06-10T204901.01.log","michelle.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_michelle_2c43fb1df4b2c15c.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_michelle_2c43fb1df4b2c15c.wav"
"Traffic","Due to a technical issue, all entertainment scheduled for this evening is cancelled. Sorry for the inconvenience.","$npc_name_decorate:#name=Spanky;","Journal.2026-06-10T204901.01.log","norman.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_norman_076cfd3bac411f65.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_norman_076cfd3bac411f65.wav"
"Traffic","Due to a technical issue, all entertainment scheduled for this evening is cancelled. Sorry for the inconvenience.","$npc_name_decorate:#name=Spanky;","Journal.2026-06-10T204901.01.log","ryan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_ryan_b046527d028ec77e.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_ryan_b046527d028ec77e.wav"
"Traffic","Due to a technical issue, all entertainment scheduled for this evening is cancelled. Sorry for the inconvenience.","$npc_name_decorate:#name=Spanky;","Journal.2026-06-10T204901.01.log","semaine.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_semaine_794cd8be5121c2a3.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_semaine_794cd8be5121c2a3.wav"
"Station","An ally like you is always welcome here.","Orbital Construction Site: The Kennel","Journal.2026-06-11T173550.01.log","alan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Station_alan_e739560f3b25a59b.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Station_alan_e739560f3b25a59b.wav"
"Station","An ally like you is always welcome here.","Orbital Construction Site: The Kennel","Journal.2026-06-11T173550.01.log","alba.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Station_alba_ca1d0b0b03204369.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Station_alba_ca1d0b0b03204369.wav"
"Station","An ally like you is always welcome here.","Orbital Construction Site: The Kennel","Journal.2026-06-11T173550.01.log","amy.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Station_amy_ec26a30f7b9f007e.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Station_amy_ec26a30f7b9f007e.wav"
"Station","An ally like you is always welcome here.","Orbital Construction Site: The Kennel","Journal.2026-06-11T173550.01.log","aru.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Station_aru_3c011557b57f695a.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Station_aru_3c011557b57f695a.wav"
"Station","An ally like you is always welcome here.","Orbital Construction Site: The Kennel","Journal.2026-06-11T173550.01.log","barbera.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Station_barbera_5bde1340aae724a8.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Station_barbera_5bde1340aae724a8.wav"
"Station","An ally like you is always welcome here.","Orbital Construction Site: The Kennel","Journal.2026-06-11T173550.01.log","bill.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Station_bill_8cf591561a37efca.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Station_bill_8cf591561a37efca.wav"
"Station","An ally like you is always welcome here.","Orbital Construction Site: The Kennel","Journal.2026-06-11T173550.01.log","bob.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Station_bob_7661b004b03d1dd1.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Station_bob_7661b004b03d1dd1.wav"
"Station","An ally like you is always welcome here.","Orbital Construction Site: The Kennel","Journal.2026-06-11T173550.01.log","bryce.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Station_bryce_0ff3626da862d2d1.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Station_bryce_0ff3626da862d2d1.wav"
"Traffic","What's going on here, officer?","$npc_name_decorate:#name=Jeloms;","Journal.2026-06-11T173550.01.log","john.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_john_541817f1f2034aec.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_john_541817f1f2034aec.wav"
