"Group","Text","From","FirstSeenFile","Voice","RawFile","FilteredFile"
"Traffic","Your cargo is worth a small fortune to me, give it to me. Now.","$npc_name_decorate:#name=RoJoKa;","Journal.2026-06-30T174229.01.log","john.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_john_d868b3a0345b7201.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_john_d868b3a0345b7201.wav"
"Traffic","Your cargo is worth a small fortune to me, give it to me. Now.","$npc_name_decorate:#name=RoJoKa;","Journal.2026-06-30T174229.01.log","kristin.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kristin_7257e0a9f7afaed4.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kristin_7257e0a9f7afaed4.wav"
"Traffic","Your cargo is worth a small fortune to me, give it to me. Now.","$npc_name_decorate:#name=RoJoKa;","Journal.2026-06-30T174229.01.log","kusal.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kusal_5fb47f3bbd3044c7.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kusal_5fb47f3bbd3044c7.wav"
"Traffic","Your cargo is worth a small fortune to me, give it to me. Now.","$npc_name_decorate:#name=RoJoKa;","Journal.2026-06-30T174229.01.log","lessac.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_lessac_df2e6f9d8a96e8a7.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_lessac_df2e6f9d8a96e8a7.wav"
"Traffic","Your cargo is worth a small fortune to me, give it to me. Now.","$npc_name_decorate:#name=RoJoKa;","Journal.2026-06-30T174229.01.log","michelle.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_michelle_4b8bf49dd3fe4b68.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_michelle_4b8bf49dd3fe4b68.wav"
"Traffic","Your cargo is worth a small fortune to me, give it to me. Now.","$npc_name_decorate:#name=RoJoKa;","Journal.2026-06-30T174229.01.log","norman.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_norman_6769778bc6c0fca6.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_norman_6769778bc6c0fca6.wav"
"Traffic","Your cargo is worth a small fortune to me, give it to me. Now.","$npc_name_decorate:#name=RoJoKa;","Journal.2026-06-30T174229.01.log","ryan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_ryan_b9a6d94eecb6fffa.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_ryan_b9a6d94eecb6fffa.wav"
"Traffic","Your cargo is worth a small fortune to me, give it to me. Now.","$npc_name_decorate:#name=RoJoKa;","Journal.2026-06-30T174229.01.log","semaine.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_semaine_b5bbdd61b554215e.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_semaine_b5bbdd61b554215e.wav"
"Traffic","You've got 15 seconds before this gets real interesting.","$npc_name_decorate:#name=RoJoKa;","Journal.2026-06-30T174229.01.log","john.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_john_5816ab862886ad69.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_john_5816ab862886ad69.wav"
"Traffic","You've got 15 seconds before this gets real interesting.","$npc_name_decorate:#name=RoJoKa;","Journal.2026-06-30T174229.01.log","kristin.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kristin_d49744b44a2dc65b.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kristin_d49744b44a2dc65b.wav"
"Traffic","You've got 15 seconds before this gets real interesting.","$npc_name_decorate:#name=RoJoKa;","Journal.2026-06-30T174229.01.log","kusal.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kusal_88d6b1373f6125fe.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kusal_88d6b1373f6125fe.wav"
"Traffic","You've got 15 seconds before this gets real interesting.","$npc_name_decorate:#name=RoJoKa;","Journal.2026-06-30T174229.01.log","lessac.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_lessac_3f5cfdfb001e778e.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_lessac_3f5cfdfb001e778e.wav"
"Traffic","You've got 15 seconds before this gets real interesting.","$npc_name_decorate:#name=RoJoKa;","Journal.2026-06-30T174229.01.log","michelle.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_michelle_d832b0d157b6f7e3.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_michelle_d832b0d157b6f7e3.wav"
"Traffic","You've got 15 seconds before this gets real interesting.","$npc_name_decorate:#name=RoJoKa;","Journal.2026-06-30T174229.01.log","norman.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_norman_6e22aaebcfb44959.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_norman_6e22aaebcfb44959.wav"
"Traffic","You've got 15 seconds before this gets real interesting.","$npc_name_decorate:#name=RoJoKa;","Journal.2026-06-30T174229.01.log","ryan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_ryan_e68473e7a8f8e87d.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_ryan_e68473e7a8f8e87d.wav"
"Traffic","You've got 15 seconds before this gets real interesting.","$npc_name_decorate:#name=RoJoKa;","Journal.2026-06-30T174229.01.log","semaine.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_semaine_5f56c97d4d162a7b.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_semaine_5f56c97d4d162a7b.wav"
"Traffic","I don't believe it!","$npc_name_decorate:#name=Dr. David Osborne;","Journal.2026-06-30T174229.01.log","john.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_john_99357a86d5b24699.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_john_99357a86d5b24699.wav"
"Traffic","I don't believe it!","$npc_name_decorate:#name=Dr. David Osborne;","Journal.2026-06-30T174229.01.log","kristin.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kristin_7376201a67ec8cae.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kristin_7376201a67ec8cae.wav"
"Traffic","I don't believe it!","$npc_name_decorate:#name=Dr. David Osborne;","Journal.2026-06-30T174229.01.log","kusal.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_kusal_5d2ae8eae947ba06.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_kusal_5d2ae8eae947ba06.wav"
"Traffic","I don't believe it!","$npc_name_decorate:#name=Dr. David Osborne;","Journal.2026-06-30T174229.01.log","lessac.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_lessac_5bdc4007cdcb2227.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_lessac_5bdc4007cdcb2227.wav"
"Traffic","I don't believe it!","$npc_name_decorate:#name=Dr. David Osborne;","Journal.2026-06-30T174229.01.log","michelle.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_michelle_951c747a1cb40680.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_michelle_951c747a1cb40680.wav"
"Traffic","I don't believe it!","$npc_name_decorate:#name=Dr. David Osborne;","Journal.2026-06-30T174229.01.log","norman.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_norman_0b850b6e568900db.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_norman_0b850b6e568900db.wav"
"Traffic","I don't believe it!","$npc_name_decorate:#name=Dr. David Osborne;","Journal.2026-06-30T174229.01.log","ryan.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_ryan_eace506a336b132f.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_ryan_eace506a336b132f.wav"
"Traffic","I don't believe it!","$npc_name_decorate:#name=Dr. David Osborne;","Journal.2026-06-30T174229.01.log","semaine.onnx","C:\Thrustmaster\Common\Piper\ATCChatter\ATC_Traffic_semaine_edfcf2acb7fae0b8.wav","C:\Thrustmaster\Common\Piper\ATCChatter_Filtered\ATC_Traffic_semaine_edfcf2acb7fae0b8.wav"
